userCode;extId;moduleId;sessionId;sessionToken;trialId;executableId;module.PracticeLevelHandler.counter;module.PracticeLevelHandler.totalScore;module.PracticeLevelHandler.maxScore;module.PracticeLevelHandler.currentLevel;session.complete;session.condition;session.SessionID.sessionCode;session.PercentageKeep.sessionCode;session.ImportanceNontargets.sessionCode;session.Remember.sessionCode;session.ImportanceTargets.sessionCode;session.ActionRecall.sessionCode;session.TargetRecall.sessionCode;session.Birthyear.sessionCode;givenResponse;reactionTime;score;stimulusValue;stimulusType;correctResponse
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;29;PracticeTrials;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;nonword;600;1;IBBOIWÄRDAG;nonword;nonword
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;30;PracticeTrials;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;word;699;1;FESTIVITÄT;word;word
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;31;PracticeTrials;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;word;926;1;EINGLIEDERN;word;word
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;32;PracticeTrials;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;word;446;1;UNVERSTELLT;word;word
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;33;PracticeTrials;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;nonword;576;1;ONBAZOHLBER;nonword;nonword
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;34;PracticeTrials;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;word;845;1;ERLAHMEN;word;word
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;35;PracticeTrials;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;nonword;641;1;INKINNTNOS;nonword;nonword
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;36;PracticeTrials;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;word;544;0;KEBERITT;nonword;nonword
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;37;PracticeTrials;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;word;620;1;TATEINHEIT;word;word
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;38;PracticeTrials;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;word;554;1;SPEISEWÜRZE;word;word
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;39;PracticeTrials;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;word;450;1;SPEISEKARTE;word;word
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;40;PracticeTrials;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;word;475;1;EINTRÄCHTIG;word;word
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;41;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;word;729;1;REITSTIEFEL;word;word
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;42;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;word;671;1;KLERIKAL;word;word
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;43;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;nonword;994;1;WOLDLEIF;nonword;nonword
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;44;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;word;668;1;KALTSTELLEN;word;word
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;45;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;nonword;652;1;BOBUKIPF;nonword;nonword
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;46;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;word;745;0;IENSCHRUATON;nonword;nonword
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;47;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;nonword;798;1;STIDTGABOIT;nonword;nonword
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;48;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;word;608;1;EINSTÜRMEN;word;word
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;49;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;word;749;1;KALKGRUBE;word;word
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;50;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;nonword;912;1;VAZAKONZLUR;nonword;nonword
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;51;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;nonword;804;1;ÄBORGRAOFUN;nonword;nonword
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;52;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;word;686;1;EINSTAUBEN;word;word
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;53;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;word;839;1;RATSSITZUNG;word;word
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;54;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;nonword;789;1;BIOIRDNANG;nonword;nonword
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;55;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;nonword;1196;1;BOPEDORN;nonword;nonword
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;56;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;nonword;659;1;BAFÄRWIRTOR;nonword;nonword
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;57;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;word;714;1;ÜBERREDUNG;word;word
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;58;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;nonword;737;1;WIOTORGAHUND;nonword;nonword
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;59;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;word;511;1;PATIENTIN;word;word
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;60;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;word;908;0;DARCHFRIRAN;nonword;nonword
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;61;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;nonword;895;1;VOROBRIDENG;nonword;nonword
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;62;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;nonword;679;0;UFERSCHWALBE;word;word
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;63;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;nonword;681;0;WUNDERKIND;word;word
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;64;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;nonword;980;1;DORCHGOHUN;nonword;nonword
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;65;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;word;999;1;AMPHIBISCH;word;word
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;66;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;nonword;604;1;IBWORTIN;nonword;nonword
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;67;TargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;word;777;0;HITZEWELLE;Targetword;target
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;68;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;nonword;750;1;TETOLSIUTA;nonword;nonword
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;69;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;word;687;1;ABSCHÜRFUNG;word;word
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;70;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;nonword;673;1;KIRTINHIES;nonword;nonword
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;71;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;word;702;1;KAPITULIEREN;word;word
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;72;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;nonword;669;0;ERBRECHT;word;word
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;73;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;word;654;1;FAHRPLAN;word;word
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;74;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;word;879;1;IDEALISTISCH;word;word
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;75;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;nonword;687;1;BINETZBER;nonword;nonword
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;76;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;word;727;1;LOCKVOGEL;word;word
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;77;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;word;582;1;UNKOSTEN;word;word
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;78;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;nonword;711;1;TIGANDHIFT;nonword;nonword
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;79;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;nonword;962;1;INSCHÖDLUCH;nonword;nonword
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;80;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;nonword;844;1;ZAKÄNFTEG;nonword;nonword
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;81;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;word;602;1;ABSETZUNG;word;word
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;82;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;nonword;748;0;BRÄUTIGAM;word;word
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;83;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;nonword;709;0;WALDRAND;word;word
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;84;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;nonword;1100;1;SCHLUOURHUFT;nonword;nonword
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;85;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;word;774;1;IRRITIEREN;word;word
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;86;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;word;670;1;AUFSPÜREN;word;word
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;87;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;word;685;1;VERBÜRGEN;word;word
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;88;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;nonword;1148;1;PFUULSCHASS;nonword;nonword
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;89;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;word;1450;1;SUKZESSIV;word;word
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;90;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;nonword;723;1;WIHLLUKEL;nonword;nonword
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;91;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;nonword;995;1;SUMENTASCH;nonword;nonword
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;92;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;nonword;1266;0;SCHLÜSSIG;word;word
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;93;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;nonword;713;1;NARVUNLAEDAN;nonword;nonword
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;94;TargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;word;610;0;MÜTTERLICH;Targetword;target
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;95;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;word;1095;1;FASCHINGSZUG;word;word
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;96;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;nonword;894;1;IBSPRING;nonword;nonword
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;97;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;word;784;1;SACHKENNTNIS;word;word
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;98;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;word;662;1;UNBEACHTET;word;word
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;99;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;word;988;1;WIEVIELTE;word;word
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;100;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;word;774;1;SPUKGESTALT;word;word
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;101;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;nonword;1048;1;VARHÜRTUN;nonword;nonword
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;102;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;word;600;1;BAUKLOTZ;word;word
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;103;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;word;916;1;IRRATIONAL;word;word
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;104;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;nonword;709;1;OGNIRUNT;nonword;nonword
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;105;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;nonword;829;1;ÄBIRRUNNON;nonword;nonword
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;106;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;word;651;1;FÜNFTAUSEND;word;word
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;107;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;word;868;1;SCHIFFSBRIEF;word;word
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;108;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;nonword;700;1;PIBLAZEST;nonword;nonword
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;109;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;word;617;1;BERICHTIGEN;word;word
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;110;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;word;538;1;UNIVERSELL;word;word
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;111;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;nonword;615;1;VARMIRKING;nonword;nonword
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;112;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;word;624;1;AUSGEWACHSEN;word;word
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;113;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;word;799;1;NACHTPORTIER;word;word
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;114;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;word;493;1;LINKSWENDUNG;word;word
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;115;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;word;561;0;FLUGPLAN;nonword;nonword
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;116;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;nonword;1055;1;ÜBORMUTTLONG;nonword;nonword
119548;;721e38ca-1148-478e-a5d9-38981ff74d24;1;89dIDoV01580374680340;117;NontargetTrial;1;1;1;13;1;;vp5s5g;50;90;j;60;Leertaste;ghm;1992;nonword;761;1;TIBEKSDESO;nonword;nonword
